step	tok_plus_pos_l2	tok_plus_pos_l1	layer0_ln1_l2	layer0_ln1_l1	layer0_attn_out_l2	layer0_attn_out_l1	layer0_ln2_l2	layer0_ln2_l1	layer0_ffn_w2_l2	layer0_ffn_w2_l1	layer0_output_l2	layer0_output_l1	layer1_ln1_l2	layer1_ln1_l1	layer1_attn_out_l2	layer1_attn_out_l1	layer1_ln2_l2	layer1_ln2_l1	layer1_ffn_w2_l2	layer1_ffn_w2_l1	layer1_output_l2	layer1_output_l1	logits_l2	logits_l1
198	1462.4	1.2281e+06	1017.05	855426	1834.04	1.46228e+06	1010.76	825933	2485.11	2.01681e+06	3185.05	2.59898e+06	1058	869467	1562.24	1.27262e+06	1014.88	836269	2668.9	2.05279e+06	5124.81	4.13169e+06	1145.88	629969
199	1462.41	1.22834e+06	1017.22	855722	1827.78	1.4595e+06	1011.14	825795	2465.15	2.00223e+06	3175.73	2.59273e+06	1057.69	869889	1552.05	1.26611e+06	1014.56	837606	2639.26	2.01888e+06	5082.58	4.10285e+06	1148.99	629700
200	1462.21	1.22794e+06	1017.66	855866	1837.65	1.4654e+06	1010.84	825059	2445.78	1.98776e+06	3171.5	2.58892e+06	1057.83	869867	1570.33	1.28421e+06	1014.52	837519	2616.09	1.99177e+06	5099.66	4.1158e+06	1151	630635
201	1462.14	1.22798e+06	1017.67	855952	1840.41	1.46888e+06	1011.35	824433	2412.91	1.96203e+06	3161.38	2.58007e+06	1058.13	869634	1589.96	1.29966e+06	1015.17	837485	2630.19	2.00299e+06	5127.18	4.14035e+06	1143.7	628664
202	1461.94	1.22766e+06	1017.61	855792	1839.16	1.46781e+06	1011.6	823836	2394.31	1.94736e+06	3159.92	2.57747e+06	1058.19	869348	1609.72	1.31674e+06	1015.21	838406	2674.48	2.0409e+06	5187.01	4.18973e+06	1130.55	624373
203	1462.41	1.22828e+06	1017.82	856061	1848.19	1.47343e+06	1011.36	822943	2390.19	1.94403e+06	3150.39	2.57032e+06	1058.51	869633	1630.34	1.33267e+06	1015.68	838336	2714.97	2.07518e+06	5216.61	4.20712e+06	1120.63	622830
204	1462.34	1.2283e+06	1017.97	856204	1844.79	1.47143e+06	1011.18	822309	2378.88	1.93446e+06	3138.14	2.56159e+06	1059.41	870619	1654.55	1.35133e+06	1016.06	839805	2797.62	2.14803e+06	5247.98	4.23541e+06	1111.67	619489
205	1462.35	1.22807e+06	1017.81	855939	1845.43	1.47279e+06	1011.41	822087	2358.32	1.91769e+06	3115.21	2.54083e+06	1060.04	870384	1659.66	1.35271e+06	1015.78	839470	2835.62	2.18838e+06	5258.21	4.2421e+06	1108.87	619815
206	1462.34	1.22799e+06	1017.85	855917	1841.85	1.46871e+06	1011.14	821220	2362.28	1.918e+06	3101.91	2.52906e+06	1060.11	870454	1657.9	1.35208e+06	1015.61	839261	2859.58	2.20801e+06	5228.02	4.21661e+06	1113.16	622876
207	1462.37	1.22811e+06	1017.38	855606	1837.26	1.46587e+06	1011.06	821180	2356.48	1.91192e+06	3081.47	2.51167e+06	1059.99	870330	1639.89	1.33423e+06	1015.45	839499	2856.24	2.20348e+06	5160.83	4.16411e+06	1114.52	622569
208	1462.58	1.22851e+06	1017.53	855944	1834.85	1.46323e+06	1011.01	820388	2371.43	1.92272e+06	3078.63	2.50765e+06	1060.19	870582	1617.72	1.31735e+06	1014.99	838437	2830.07	2.17977e+06	5135.6	4.14262e+06	1130.13	631541
209	1462.27	1.22786e+06	1016.92	855184	1825.57	1.45602e+06	1010.62	819571	2386.3	1.93326e+06	3083.06	2.5116e+06	1059.25	870429	1596.65	1.30276e+06	1015.28	839571	2830.79	2.17316e+06	5103.57	4.12252e+06	1138.8	634658
210	1462.57	1.22843e+06	1017.57	855975	1829.94	1.4599e+06	1010.92	818901	2409.11	1.95061e+06	3089.37	2.51786e+06	1059.52	871461	1596.5	1.30335e+06	1015.36	839383	2846.17	2.17613e+06	5161.26	4.16214e+06	1140.97	635184
211	1462.36	1.22817e+06	1017.29	855650	1823.26	1.45442e+06	1011.07	819049	2432.95	1.97164e+06	3113.4	2.53834e+06	1059.7	871747	1602	1.30698e+06	1015.75	841291	2897.46	2.21821e+06	5222.6	4.2221e+06	1153.22	639953
212	1461.86	1.22774e+06	1017.41	855816	1822.51	1.45464e+06	1011.21	819203	2457.87	1.9957e+06	3138.21	2.56174e+06	1060.24	872508	1616.53	1.31917e+06	1016.32	842880	2997.99	2.3006e+06	5329.84	4.31095e+06	1154.7	639886
213	1462.36	1.22826e+06	1017.77	856140	1834.43	1.46364e+06	1011.45	819575	2485.83	2.0222e+06	3177.16	2.59604e+06	1060.72	873174	1637.45	1.3362e+06	1016.53	844342	3093.39	2.3858e+06	5437.08	4.40369e+06	1160.34	643006
214	1461.35	1.22711e+06	1016.85	855146	1818.88	1.45211e+06	1011.76	820192	2516.55	2.04859e+06	3204.14	2.61609e+06	1060.61	872208	1636.15	1.33493e+06	1017.06	843204	3127.85	2.42137e+06	5483.59	4.43497e+06	1164.3	646320
215	1461.95	1.22763e+06	1016.23	854545	1822.03	1.45554e+06	1011.91	821071	2500.21	2.03467e+06	3185.53	2.59845e+06	1061.21	871843	1639.34	1.33982e+06	1017.04	840681	3062.15	2.36385e+06	5411.41	4.36476e+06	1163.32	645782
216	1462.15	1.22788e+06	1016.09	854471	1818.44	1.45137e+06	1011.21	820868	2467.07	2.00364e+06	3142.64	2.56231e+06	1060.83	871334	1626.64	1.32958e+06	1017.15	838441	2989.67	2.30541e+06	5274.65	4.25007e+06	1161.86	645266
217	1462.33	1.22787e+06	1016	854286	1824.67	1.45483e+06	1011.1	820940	2422.31	1.96225e+06	3093.8	2.52009e+06	1061.82	871775	1602.57	1.30947e+06	1016.79	835554	2882.24	2.2265e+06	5104.86	4.11042e+06	1156.12	644024
218	1462.72	1.22833e+06	1015.59	853998	1818.91	1.45032e+06	1010.76	820823	2359.24	1.90781e+06	3020.75	2.45724e+06	1061.82	870966	1563.15	1.27895e+06	1016.84	833669	2733.29	2.10696e+06	4893.75	3.94481e+06	1151.2	643253
219	1462.57	1.22818e+06	1015.53	853973	1819.59	1.44868e+06	1010.99	821440	2333.84	1.88429e+06	2991.86	2.43076e+06	1061.62	869934	1557.23	1.27325e+06	1016.39	832116	2643.62	2.03494e+06	4782.19	3.85495e+06	1138.6	637532
220	1462.62	1.22818e+06	1015.54	853968	1819.25	1.44851e+06	1010.55	821520	2323.51	1.87744e+06	2976.46	2.4183e+06	1062.15	869651	1568.25	1.28452e+06	1016.33	831410	2627.24	2.02254e+06	4745.67	3.82216e+06	1136.5	638650
221	1462.78	1.22845e+06	1015.61	854078	1817.63	1.44818e+06	1010.56	822728	2347.33	1.89813e+06	3008.12	2.44213e+06	1063.67	869295	1586.26	1.30056e+06	1016.84	832170	2628.28	2.01936e+06	4772.61	3.84392e+06	1136.51	638568
222	1462.07	1.22737e+06	1015.14	853314	1811.07	1.4435e+06	1010.8	823143	2363.38	1.91423e+06	3035	2.46459e+06	1063.58	868933	1615.81	1.328e+06	1017	833740	2653.7	2.03958e+06	4831.37	3.89509e+06	1138.05	637705
223	1462.41	1.2279e+06	1015.17	853515	1815	1.44534e+06	1010.95	823907	2369.87	1.92303e+06	3059.06	2.4857e+06	1063.42	869001	1626.15	1.33776e+06	1017.53	836138	2704.37	2.0751e+06	4859.98	3.9268e+06	1135.65	633591
224	1462.7	1.2282e+06	1015.24	853562	1810.28	1.44357e+06	1011.15	824250	2374.03	1.93196e+06	3086.21	2.51101e+06	1062.89	869888	1636.72	1.35111e+06	1017.6	837259	2753.79	2.11261e+06	4927.46	3.98822e+06	1134.56	631699
225	1462.81	1.22843e+06	1014.97	853430	1814.09	1.44663e+06	1011.37	824671	2388.14	1.94682e+06	3104.48	2.52778e+06	1062.58	870266	1644.57	1.35783e+06	1017.77	837454	2792.54	2.13889e+06	4962.37	4.02243e+06	1146.48	637624
226	1462.01	1.22758e+06	1014.64	853085	1803.77	1.43848e+06	1010.94	824425	2400.46	1.95708e+06	3114.61	2.53815e+06	1063.14	870826	1644.61	1.35871e+06	1017.69	837944	2802.56	2.14974e+06	4929.11	4.0065e+06	1157.53	644866
227	1462.11	1.22776e+06	1014.15	852844	1802.47	1.43859e+06	1010.88	823651	2402.38	1.95861e+06	3121.03	2.54245e+06	1063.89	871371	1646.95	1.36253e+06	1018.24	837310	2819.28	2.16525e+06	4930.61	4.01049e+06	1163.8	649917
228	1461.35	1.22695e+06	1013.68	852303	1798.43	1.43546e+06	1010.67	824049	2404.98	1.95909e+06	3131.76	2.54939e+06	1063.98	871027	1633.77	1.34982e+06	1018.46	836683	2837.01	2.18477e+06	4916.48	4.0002e+06	1170.38	655261
229	1461.94	1.22758e+06	1013.5	852240	1798.75	1.4353e+06	1010.76	823977	2386.9	1.942e+06	3108.19	2.52814e+06	1064.33	870925	1636.22	1.35167e+06	1018.66	835033	2855.21	2.20654e+06	4907.24	3.98703e+06	1164.94	654641
230	1461.68	1.22714e+06	1013.54	852120	1797.16	1.43352e+06	1011.05	824776	2352.62	1.91291e+06	3083.13	2.50813e+06	1064.49	871333	1624.53	1.3386e+06	1018.86	835186	2858.24	2.21146e+06	4838.58	3.92876e+06	1165.51	656627
231	1462	1.2276e+06	1013.46	852184	1797.61	1.43309e+06	1010.45	824431	2342.81	1.9007e+06	3074.11	2.50009e+06	1064.02	870889	1618.98	1.3335e+06	1018.88	834822	2857.79	2.21715e+06	4815.07	3.9047e+06	1164	656777
232	1461.87	1.22758e+06	1013.54	852336	1799.51	1.43506e+06	1011.03	824859	2313.73	1.87697e+06	3054.19	2.48585e+06	1065.26	872361	1620.8	1.33011e+06	1019.2	835154	2861.59	2.22408e+06	4774.6	3.86966e+06	1162.96	657824
233	1461.15	1.2268e+06	1013.42	852136	1793.12	1.43115e+06	1010.92	824558	2291.29	1.85684e+06	3046.08	2.48129e+06	1065.13	873008	1617.1	1.32235e+06	1019.38	835875	2862.52	2.22938e+06	4765.53	3.8615e+06	1167.86	660296
234	1462.11	1.22774e+06	1013.74	852476	1793.48	1.43191e+06	1011.03	824633	2281.81	1.85134e+06	3053.81	2.48824e+06	1065.47	873281	1636.96	1.33525e+06	1019.83	836289	2884.35	2.25115e+06	4798	3.88367e+06	1176.34	665848
235	1461.53	1.22726e+06	1013.18	852094	1794.34	1.43326e+06	1010.58	823925	2273.56	1.84211e+06	3056.32	2.48959e+06	1065.54	873553	1619.98	1.31783e+06	1019.68	836215	2857.27	2.23232e+06	4805.44	3.88462e+06	1178.37	668813
236	1461.68	1.22731e+06	1013.15	851951	1797.48	1.43579e+06	1011.15	823900	2269.35	1.83785e+06	3055.84	2.49055e+06	1065.73	874202	1615.87	1.31288e+06	1019.71	835849	2844.77	2.22522e+06	4797.07	3.87588e+06	1182.65	671889
237	1462.13	1.22767e+06	1012.76	851644	1798.67	1.43591e+06	1010.74	823179	2272.28	1.83828e+06	3050.36	2.48477e+06	1065.11	873345	1627.12	1.32362e+06	1019.82	835290	2846.89	2.22608e+06	4819.25	3.8906e+06	1183.69	671643
238	1461.39	1.22713e+06	1012.83	851723	1789.77	1.43067e+06	1010.8	823123	2271.44	1.83814e+06	3037.72	2.47494e+06	1065.93	874142	1618.99	1.31624e+06	1019.95	835783	2838.36	2.21407e+06	4806.05	3.87709e+06	1181.75	670259
239	1461.26	1.22674e+06	1012.96	851718	1793.35	1.43343e+06	1010.62	822139	2279.81	1.8438e+06	3028.61	2.46768e+06	1065.79	874050	1610.38	1.30841e+06	1019.95	835845	2816.96	2.19707e+06	4793.25	3.8658e+06	1182.9	669673
240	1461.64	1.22721e+06	1013.29	852045	1802.01	1.43989e+06	1010.87	822293	2278.37	1.84384e+06	3019.49	2.4613e+06	1065.82	874418	1612.85	1.31149e+06	1020.33	836575	2799.41	2.181e+06	4781.14	3.86042e+06	1181.9	668341
241	1461.13	1.22674e+06	1013.79	852466	1797.64	1.43839e+06	1010.15	821532	2285.43	1.85042e+06	3027.67	2.46883e+06	1065.98	874753	1611.41	1.31018e+06	1020.8	837941	2806.8	2.1844e+06	4797.82	3.87404e+06	1183.75	668866
242	1461.44	1.22693e+06	1014.14	852705	1801.83	1.4419e+06	1010.03	820966	2300.13	1.86359e+06	3044.93	2.48343e+06	1066.21	874983	1613.3	1.31357e+06	1021.26	839497	2827.62	2.20134e+06	4831.58	3.90579e+06	1193.15	674815
243	1461.01	1.22664e+06	1013.7	852378	1798.83	1.44093e+06	1009.7	820529	2315.27	1.87551e+06	3052.99	2.49052e+06	1066.45	875571	1607.02	1.30891e+06	1021.47	839988	2797.12	2.17423e+06	4824.22	3.90065e+06	1190.56	673733
244	1461.76	1.22739e+06	1013.3	852173	1798.24	1.44007e+06	1009.6	820023	2329.04	1.88601e+06	3064.22	2.49981e+06	1066.67	875909	1597.28	1.30148e+06	1021.6	840106	2778.64	2.15794e+06	4835.97	3.91114e+06	1199.22	679563
245	1460.26	1.22581e+06	1013.07	851710	1787.66	1.43216e+06	1009.51	819994	2346.41	1.90027e+06	3071.31	2.50535e+06	1066.89	875929	1579.91	1.28587e+06	1021.47	839755	2730.97	2.11695e+06	4797.42	3.88174e+06	1205.03	683009
246	1461.75	1.22731e+06	1012.62	851523	1795.4	1.43732e+06	1010	820050	2352.39	1.90455e+06	3071.67	2.50662e+06	1067.59	877026	1567.75	1.27651e+06	1021.08	839825	2687.72	2.0772e+06	4769.26	3.85936e+06	1214.73	686906
247	1461.25	1.22681e+06	1013.15	851843	1790.17	1.43369e+06	1010.13	820582	2340.23	1.89318e+06	3062.36	2.50124e+06	1067.72	877683	1557.66	1.26805e+06	1021.21	840112	2637.84	2.03579e+06	4721.55	3.82628e+06	1218.86	687566
248	1461.28	1.22687e+06	1013.42	852082	1789.42	1.43293e+06	1010.3	820560	2319.87	1.87791e+06	3044.63	2.48798e+06	1067.52	877686	1564.22	1.27406e+06	1021.23	840002	2634.47	2.02884e+06	4666.02	3.78443e+06	1223.19	687827
249	1461.37	1.22698e+06	1013.32	852035	1801.71	1.44163e+06	1010.44	820827	2323.14	1.8799e+06	3059.2	2.49889e+06	1067.88	877485	1557.22	1.26933e+06	1021.53	840374	2633.75	2.02478e+06	4653.23	3.77679e+06	1230.93	691570
250	1461.03	1.22665e+06	1012.77	851484	1799.74	1.4385e+06	1009.95	821322	2326.53	1.88122e+06	3067.53	2.50531e+06	1067.61	876920	1567.81	1.27622e+06	1022.01	841036	2678.95	2.05414e+06	4681.18	3.79919e+06	1228.19	693662
251	1460.98	1.22662e+06	1012.63	851299	1799.33	1.43751e+06	1010.37	821339	2342.31	1.89234e+06	3090.91	2.52206e+06	1067.66	876517	1575.36	1.28097e+06	1022.63	841539	2744.09	2.10112e+06	4729.82	3.83663e+06	1223.58	692992
252	1460.87	1.22649e+06	1012.71	851409	1794.35	1.43349e+06	1010.6	822080	2345.05	1.89419e+06	3095.07	2.5257e+06	1068.45	876976	1571.27	1.27664e+06	1023.06	841066	2746.51	2.10955e+06	4766.75	3.8636e+06	1222.6	695285
253	1460.84	1.22647e+06	1013.03	851636	1800.43	1.43688e+06	1011.06	822566	2344.47	1.89332e+06	3099.65	2.52817e+06	1068.83	876905	1595.89	1.29736e+06	1024.03	840924	2829.48	2.17458e+06	4856.46	3.9283e+06	1214.01	693652
254	1460.77	1.22655e+06	1012.84	851522	1801.61	1.43801e+06	1011.4	823340	2354.75	1.9023e+06	3117.96	2.54065e+06	1068.7	876202	1607	1.30573e+06	1024.44	842040	2873.05	2.20432e+06	4901.45	3.96319e+06	1212.58	692891
255	1461.09	1.22671e+06	1013.25	851837	1800.72	1.43685e+06	1011.23	823592	2371.1	1.91771e+06	3131.41	2.55054e+06	1069.47	876333	1617.78	1.31528e+06	1025.14	842899	2896.01	2.2223e+06	4927.15	3.98447e+06	1213.94	694076
256	1460.86	1.22642e+06	1013.13	851706	1803.95	1.43937e+06	1011.54	824064	2362.37	1.91239e+06	3115.42	2.5376e+06	1069.61	876553	1630.38	1.32654e+06	1025.36	842566	2878.89	2.20748e+06	4908	3.96661e+06	1213.63	692968
257	1460.77	1.2263e+06	1013.56	852022	1798.98	1.4356e+06	1011.05	824166	2341.7	1.89668e+06	3087.72	2.51649e+06	1068.59	876431	1631.7	1.32674e+06	1024.98	842660	2839.84	2.17431e+06	4837.17	3.91474e+06	1220.83	694226
258	1460.74	1.22622e+06	1013.79	852190	1798.64	1.43518e+06	1011.12	824038	2332.22	1.89068e+06	3068.79	2.5014e+06	1068.83	876520	1632.81	1.3279e+06	1025.13	843046	2805.3	2.15353e+06	4794.43	3.88379e+06	1222.31	694503
259	1460.59	1.22612e+06	1013.92	852239	1795.83	1.43303e+06	1010.3	823761	2322.18	1.88151e+06	3050.85	2.48525e+06	1068.57	875868	1625.26	1.32165e+06	1024.97	842518	2752.41	2.11394e+06	4742.7	3.84323e+06	1226.8	694989
260	1461.19	1.22687e+06	1013.01	851691	1799.19	1.43487e+06	1011.08	824201	2319.82	1.87992e+06	3043.46	2.4796e+06	1069.07	876325	1627.82	1.32424e+06	1025.1	841878	2756.81	2.12111e+06	4739.13	3.83801e+06	1216.55	689627
261	1461.38	1.22707e+06	1013.4	852040	1797.55	1.43395e+06	1010.62	823804	2335.72	1.89251e+06	3052.83	2.48601e+06	1069.9	876724	1636.42	1.33182e+06	1025.25	841255	2778.61	2.14372e+06	4761.56	3.85106e+06	1215.55	690827
262	1460.67	1.22628e+06	1012.64	851309	1789.63	1.42693e+06	1010.1	823732	2345.23	1.89767e+06	3051.22	2.48386e+06	1070.52	877033	1652.53	1.34501e+06	1025.79	841888	2822.67	2.18044e+06	4791.68	3.87363e+06	1204.62	685375
263	1460.62	1.22632e+06	1012.51	851270	1788.64	1.4249e+06	1010.04	823440	2361.79	1.91127e+06	3060.37	2.48972e+06	1070.07	876044	1666.94	1.3545e+06	1026.47	842209	2868.39	2.22428e+06	4827.26	3.9044e+06	1203.8	687360
264	1460.76	1.22645e+06	1012.42	851218	1787.64	1.4239e+06	1009.86	822808	2374.95	1.91723e+06	3065.45	2.49259e+06	1070.64	876303	1652.83	1.34111e+06	1026.51	840873	2854.07	2.21973e+06	4828.66	3.90326e+06	1203	688995
265	1460.11	1.22572e+06	1013.01	851584	1786.56	1.4232e+06	1009.8	822642	2387.16	1.92609e+06	3067.48	2.49529e+06	1069.85	876088	1653.27	1.3399e+06	1027.02	841373	2845.87	2.21196e+06	4842.46	3.9124e+06	1204.05	690441
266	1461.39	1.22694e+06	1012.74	851451	1792.76	1.42748e+06	1010.54	822571	2388.05	1.92522e+06	3066.07	2.49529e+06	1070.6	877130	1643.86	1.33214e+06	1026.72	841085	2792.76	2.16759e+06	4815.53	3.88688e+06	1209.07	693400
267	1460.85	1.22656e+06	1012.8	851560	1787.66	1.42377e+06	1010	822197	2378.96	1.9163e+06	3056.97	2.4907e+06	1071.23	878628	1624.4	1.31501e+06	1026.73	840841	2753.39	2.13636e+06	4758.61	3.84352e+06	1213.14	695833
268	1460.68	1.2265e+06	1012.8	851593	1787.44	1.42337e+06	1010.05	822295	2384.59	1.91782e+06	3054.4	2.48814e+06	1071.72	878914	1609.34	1.30106e+06	1026.77	841329	2730.94	2.11978e+06	4751.53	3.83824e+06	1207.04	691761
269	1460.05	1.22561e+06	1012.72	851274	1783.55	1.42063e+06	1010.2	822426	2379.93	1.91413e+06	3047.96	2.48362e+06	1071.41	879037	1594.89	1.29299e+06	1026.98	841620	2715.04	2.09832e+06	4728.97	3.81667e+06	1214.42	693104
270	1460.36	1.22598e+06	1012.7	851366	1791.02	1.42647e+06	1010.07	822515	2373.93	1.9087e+06	3044.38	2.48123e+06	1071.43	879561	1610.64	1.30737e+06	1027.94	843649	2774.64	2.14438e+06	4747.08	3.82889e+06	1214.15	690183
271	1460.08	1.22593e+06	1012.75	851517	1783.06	1.41952e+06	1010.15	823070	2367.08	1.90371e+06	3043.62	2.48297e+06	1071.58	880631	1615.01	1.31421e+06	1027.81	844238	2801.65	2.16622e+06	4766.7	3.84697e+06	1209.64	686947
272	1460.06	1.22572e+06	1012.79	851479	1782.77	1.41911e+06	1010.42	823532	2375.47	1.90865e+06	3053.73	2.49047e+06	1072.1	881448	1602.51	1.3076e+06	1028.06	845048	2811.72	2.17112e+06	4780.24	3.85689e+06	1206.82	684765
273	1460.33	1.22587e+06	1012.85	851465	1792.64	1.42504e+06	1010.49	823610	2384.02	1.91589e+06	3069.02	2.50453e+06	1071.56	881396	1635.2	1.33812e+06	1028.45	846009	2884.6	2.2266e+06	4838.64	3.90085e+06	1202.16	682653
274	1460.77	1.22649e+06	1013.23	851960	1792.9	1.42501e+06	1010.79	824274	2393.58	1.92222e+06	3080.06	2.51359e+06	1071.37	881214	1631.22	1.33586e+06	1028.83	846309	2910.82	2.24581e+06	4853.06	3.91252e+06	1207.42	687141
275	1459.84	1.22555e+06	1013.2	851843	1781.73	1.4176e+06	1011.07	824764	2419.76	1.94206e+06	3089.69	2.52164e+06	1071.8	881660	1622.67	1.33192e+06	1029.45	846481	2897.51	2.23626e+06	4853.11	3.91061e+06	1211.64	690232
276	1460.04	1.22563e+06	1013.15	851724	1777.28	1.41443e+06	1011.31	825171	2432.69	1.95484e+06	3100.46	2.52948e+06	1072.01	881573	1610.01	1.32205e+06	1029.81	845832	2890.19	2.22889e+06	4868.21	3.92072e+06	1215.83	693263
277	1459.97	1.22568e+06	1012.69	851355	1785.03	1.41918e+06	1011	825237	2447.52	1.96588e+06	3116.18	2.5408e+06	1071.64	880792	1607.73	1.31827e+06	1030.03	846660	2877.23	2.21994e+06	4872.34	3.92798e+06	1218.29	696033
278	1459.98	1.22569e+06	1012.19	850876	1778.41	1.41385e+06	1010.71	824588	2457.63	1.97542e+06	3122.27	2.54555e+06	1072.37	881118	1587.82	1.29897e+06	1029.94	847402	2841.94	2.18908e+06	4824.54	3.89073e+06	1233.78	704835
279	1459.74	1.22525e+06	1012.25	850776	1775.98	1.41127e+06	1011.17	825252	2472.4	1.98679e+06	3129.45	2.55044e+06	1072.22	880430	1593.93	1.30161e+06	1030	847749	2825.42	2.17251e+06	4791.8	3.85875e+06	1248.57	713301
280	1460.1	1.22572e+06	1011.8	850486	1773.39	1.41058e+06	1011.34	825282	2477.69	1.99149e+06	3137.55	2.55755e+06	1071.77	880617	1594.07	1.30246e+06	1029.82	848235	2827.46	2.17215e+06	4763.71	3.84208e+06	1257.31	717615
281	1460.21	1.22587e+06	1011.84	850554	1773.82	1.41009e+06	1011.68	825728	2484.86	1.99773e+06	3143.95	2.5641e+06	1071.54	880760	1611.97	1.3151e+06	1029.65	848971	2822.53	2.17023e+06	4753.42	3.8366e+06	1272.14	724034
282	1460.2	1.22592e+06	1012.16	850875	1774.55	1.41032e+06	1011.42	825278	2472.61	1.98803e+06	3132.83	2.55538e+06	1071.84	881162	1609.18	1.31394e+06	1030.15	849429	2823.75	2.17001e+06	4724.42	3.81503e+06	1271.06	723759
283	1460.01	1.2256e+06	1012.49	851094	1776.64	1.41176e+06	1011.73	825493	2459.44	1.97807e+06	3128.75	2.55144e+06	1072.04	881349	1606.77	1.31389e+06	1030.13	848585	2833.67	2.18195e+06	4703.8	3.80089e+06	1276.84	726503
284	1459.9	1.22548e+06	1012.89	851430	1770.98	1.40813e+06	1011.31	824781	2441.72	1.96345e+06	3102.76	2.53125e+06	1072.69	882306	1622.16	1.32805e+06	1030.55	848443	2847.73	2.19799e+06	4683.73	3.78746e+06	1269.21	722499
285	1459.99	1.22539e+06	1012.67	851065	1777.87	1.41292e+06	1011.21	824128	2422.85	1.94955e+06	3091.52	2.51971e+06	1073.06	882017	1616.66	1.32201e+06	1031.1	847998	2823.75	2.17996e+06	4656.35	3.76559e+06	1268.64	723512
286	1459.84	1.22541e+06	1012.49	850969	1775.42	1.41161e+06	1011.36	824216	2438.43	1.96227e+06	3095.66	2.52365e+06	1073.1	882111	1601.54	1.31036e+06	1031.19	848016	2828.01	2.18729e+06	4657.31	3.76426e+06	1259.07	718014
287	1459.77	1.22531e+06	1012.29	850781	1770.93	1.40922e+06	1011.32	824352	2441.27	1.96684e+06	3101.03	2.52608e+06	1073.4	882029	1618.5	1.32435e+06	1031.41	847455	2860.76	2.21104e+06	4707.65	3.80294e+06	1248.66	713174
288	1460.24	1.22587e+06	1012.08	850720	1781.88	1.41677e+06	1012.28	824584	2450.79	1.97214e+06	3103.91	2.52802e+06	1073.8	882594	1609.54	1.32032e+06	1031.7	847463	2875.81	2.22194e+06	4717.85	3.80974e+06	1234.53	704473
289	1459.88	1.22557e+06	1012.18	850843	1773.34	1.41051e+06	1012.55	824680	2459.41	1.9765e+06	3110.33	2.5321e+06	1073.98	882612	1602.88	1.31611e+06	1032.38	847465	2929.09	2.26563e+06	4750.97	3.83437e+06	1220.07	697253
290	1459.66	1.22519e+06	1012.26	850753	1769.81	1.40809e+06	1012.17	824611	2445.33	1.96576e+06	3091.79	2.51923e+06	1073.83	883495	1592.96	1.31039e+06	1033.42	848229	2960.46	2.28572e+06	4724.19	3.81373e+06	1214.85	693019
291	1459.74	1.22524e+06	1012.91	851298	1777.84	1.41434e+06	1012.33	824395	2427.87	1.95238e+06	3079.08	2.51181e+06	1074.32	884994	1588.68	1.30627e+06	1033.81	848514	2991.01	2.30572e+06	4704.83	3.79821e+06	1223.33	697401
292	1459.46	1.22491e+06	1012.57	851064	1772.93	1.41074e+06	1012.85	825211	2423.69	1.94774e+06	3074.65	2.51101e+06	1074.18	886419	1578.31	1.29772e+06	1034.35	849411	3033.75	2.33304e+06	4687.51	3.78405e+06	1221.7	697074
293	1460.17	1.22586e+06	1012.48	851194	1777.86	1.41434e+06	1012.77	824909	2410.96	1.93885e+06	3058.25	2.49894e+06	1074.19	886862	1580.76	1.29811e+06	1034.88	849997	3060.68	2.34443e+06	4685.53	3.77727e+06	1216.98	695545
294	1459.72	1.22545e+06	1012.76	851375	1773.05	1.41101e+06	1012.9	825004	2405.12	1.93457e+06	3051.99	2.49387e+06	1074.26	886635	1582.29	1.29813e+06	1034.8	849920	3071.49	2.35308e+06	4700.36	3.78886e+06	1215.27	695909
295	1460.11	1.22575e+06	1012.72	851364	1774.9	1.41204e+06	1012.81	825234	2407.97	1.93599e+06	3057.32	2.49501e+06	1075.5	886516	1589.82	1.30258e+06	1034.78	849967	3070	2.34759e+06	4732.71	3.81755e+06	1210.81	694565
296	1459.79	1.22542e+06	1011.94	850668	1772.72	1.40906e+06	1012.45	824766	2418.98	1.94297e+06	3066.22	2.50053e+06	1076.13	886117	1597.46	1.31105e+06	1034.94	848905	3068.98	2.34564e+06	4744.77	3.83059e+06	1218.07	699881
297	1459.6	1.22529e+06	1012.2	850828	1775.55	1.41166e+06	1012.64	825296	2428.38	1.95086e+06	3079.26	2.51115e+06	1076.23	885883	1603.31	1.31458e+06	1035.28	849273	3072.59	2.34478e+06	4768.46	3.85035e+06	1217.27	700001
298	1460.12	1.22593e+06	1012.05	850833	1781.79	1.41478e+06	1012.9	825471	2445.64	1.96673e+06	3105.91	2.52991e+06	1076.27	884988	1621.7	1.33227e+06	1035.91	849939	3096.13	2.36349e+06	4804.6	3.88307e+06	1219.43	702996
299	1459.42	1.22501e+06	1012.15	850680	1784.42	1.41687e+06	1012.81	825523	2461.81	1.98099e+06	3129.82	2.54861e+06	1076.7	885146	1620.63	1.33364e+06	1035.98	850376	3096.37	2.35868e+06	4827.87	3.90437e+06	1212.35	698905
300	1460.5	1.22631e+06	1012.26	851030	1786.41	1.41763e+06	1012.69	825516	2465.84	1.98662e+06	3139.49	2.55886e+06	1076.03	885706	1609.07	1.3263e+06	1035.8	850677	3144	2.38831e+06	4841.73	3.91417e+06	1211.87	698132
